,code,product_name,countries,nutrition_grade_fr,pnns_groups_1,pnns_groups_2,energy_100g,sugars_100g,nutrition-score-fr_100g
217099,3263859729912,Pur jus d'orange du Brésil avec pulpe,en:FR,c,Beverages,Fruit juices,197.0,9.0,3.0
217340,3263859890216,Cônes duo parfum vanille,en:FR,d,Milk and dairy products,Ice cream,1249.0,27.0,18.0
217341,3263859890612,4 cônes vanille-fraise,en:FR,d,Milk and dairy products,Ice cream,1068.0,28.1,17.0
217342,3263859890629,6 Cônes Vanille -Fraise,en:FR,d,Milk and dairy products,Ice cream,1068.0,28.1,17.0
217343,3263859890810,4 Cônes Chocolat,en:FR,e,Milk and dairy products,Ice cream,1168.0,27.8,19.0
217344,3263859892029,4 Méga Classic Vanille enrobage Chocolat au lait et morceaux d'amandes grillées,en:FR,e,Milk and dairy products,Ice cream,1353.0,28.3,20.0
217345,3263859892227,Méga Classic Vanille et Chocolat Blanc,en:FR,e,Milk and dairy products,Ice cream,1297.0,30.1,19.0
217346,3263859892814,10 bâtonnets Saveur Vanille,en:FR,d,Milk and dairy products,Ice cream,1285.0,24.2,18.0
217347,3263859892913,10 bâtonnets au chocolat,en:FR,d,Milk and dairy products,Ice cream,1303.0,26.1,18.0
217348,3263859894313,4 Cônes Crème brûlée,en:FR,e,Milk and dairy products,Ice cream,1222.0,29.9,19.0
217349,3263859894412,4 Cônes Noix de coco,en:FR,d,Milk and dairy products,Ice cream,1123.0,26.7,18.0
217350,3263859895211,Xtra Gourmand Cônes Choco Biscuit,en:FR,d,Milk and dairy products,Ice cream,1164.0,28.4,17.0
217351,3263859900311,Glace rhum & raisins,en:FR,d,Milk and dairy products,Ice cream,788.0,23.4,14.0
217352,3263859900618,Glace Chocolat aux Pépites de Chocolat,en:FR,d,Milk and dairy products,Ice cream,911.0,23.7,15.0
217353,3263859901219,Glace vanille bourbon,en:FR,d,Milk and dairy products,Ice cream,691.0,22.2,11.0
217354,3263859901417,Glace café avec confiseries au café,en:FR,d,Milk and dairy products,Ice cream,826.0,23.7,14.0
217355,3263859901813,Glace pistache avec éclats de pistache,en:FR,d,Milk and dairy products,Ice cream,852.0,21.6,13.0
217357,3263859905118,Crème glacée chocolat,en:FR,d,Milk and dairy products,Ice cream,968.0,19.4,16.0
217359,3263859905811,Xtra Savoureux Cookies & Cream,en:FR,d,Milk and dairy products,Ice cream,1017.0,25.4,15.0
217362,3263859912215,Glace caramel & sauce caramel au beurre salé,en:FR,d,Milk and dairy products,Ice cream,863.0,18.4,12.0
217364,3263859921019,Eclairs au Café & parfum Chocolat,en:FR,d,Sugary snacks,Biscuits and cakes,1253.0,30.0,16.0
217366,3263859922412,2 Croustillants Chocolat et Noisettes,en:FR,d,Sugary snacks,Biscuits and cakes,1894.0,21.3,14.0
217367,3263859923211,Macarons aux Chocolats Grandes Origines,en:FR,d,Sugary snacks,Biscuits and cakes,1969.0,51.6,18.0
217368,3263859923518,12 Mini-Choux Caramel - Pistache - Vanille - Praliné,en:FR,e,Sugary snacks,Biscuits and cakes,1659.0,25.3,21.0
217371,3263859925116,Tarte au citron pâte sablée croustillante pur beurre,en:FR,e,Sugary snacks,Biscuits and cakes,1487.0,24.0,19.0
217372,3263859926212,Mignardises,en:FR,e,Sugary snacks,Biscuits and cakes,1603.0,32.8,22.0
217383,3263859954017,Omelette Norvégienne,en:FR,d,Milk and dairy products,Ice cream,881.0,30.5,11.0
217429,3264950120066,Germacao,en:FR,d,Sugary snacks,Chocolate products,1606.0,54.0,16.0
217443,3264950140071,confiture allégée bio Fraises,en:FR,c,Sugary snacks,Sweets,751.0,35.0,4.0
217445,3264950444445,Müesli Bio au raisins,en:FR,a,Cereals and potatoes,Breakfast cereals,1510.0,26.7,0.0
217470,3265261231601,Sirop de citron jaune de Sicile ,en:FR,e,Beverages,Sweetened beverages,1318.0,77.1,20.0
217471,3265261606676,Sirop Monin de mûre et Cassis,en:FR,e,Beverages,Sweetened beverages,1360.0,79.1,20.0
217478,3265266075033,Sirop de violette,en:FR,e,Beverages,Sweetened beverages,1314.0,77.8,20.0
217482,3265266075118,Sirop de Pêche blanche,en:FR,e,Beverages,Sweetened beverages,1343.0,77.7,20.0
217485,3265266075248,Sirop de cerise griotte,en:FR,e,Beverages,Sweetened beverages,1356.0,75.3,20.0
217487,3265266075323,Sirop de fraise des bois,en:FR,e,Beverages,Sweetened beverages,1364.0,80.3,20.0
217488,3265266075484,Sirop de pamplemousse rose,en:FR,e,Beverages,Sweetened beverages,1205.0,70.5,20.0
217628,3265774107394,"Flan, saveur vanille, nappé caramel",en:FR,c,Milk and dairy products,Dairy desserts,389.0,17.0,3.0
217629,3265774107417,"Dessert lacté gélifié, saveur vanille",en:FR,c,Milk and dairy products,Dairy desserts,347.0,14.0,3.0
217630,3265774107424,Dessert lacté gélifié au chocolat,en:FR,c,Milk and dairy products,Dairy desserts,464.0,19.0,8.0
217632,3265774306834,"Crème dessert, chocolat",en:FR,c,Milk and dairy products,Dairy desserts,473.0,16.0,3.0
217633,3265774306841,Crème dessert Saveur vanille,en:FR,c,Milk and dairy products,Dairy desserts,431.0,12.0,3.0
217636,3265774405414,Mousse au chocolat,en:FR,c,Milk and dairy products,Dairy desserts,678.0,21.0,4.0
217644,3265776606017,Petit Suisse au lait de Normandie,en:FR,b,Milk and dairy products,Dairy desserts,551.0,3.4,1.0
217646,3265776614012,petits suisses Montebourg with chocolate Fresh cheese,en:FR,c,Milk and dairy products,Dairy desserts,639.0,18.2,7.0
217649,3265776623557,Mousse au fromage frais sucré aux fruits,en:FR,c,Milk and dairy products,Dairy desserts,610.0,13.2,4.0
217730,3266054160078,Oeufs liqueur confiseur,en:FR,d,Sugary snacks,Sweets,1561.0,90.0,14.0
217844,3266191000787,Beurre de cacahuète BIO,en:FR,d,Sugary snacks,Sweets,2640.0,6.6,15.0
217846,3266191000831,Pate Noisettes Cacao,en:FR,e,Sugary snacks,Sweets,2552.0,40.0,19.0
217847,3266191000848,Pate A Tartiner Noisette Cacao,en:FR,e,Sugary snacks,Sweets,2477.0,44.0,19.0
217848,3266191000862,Pâte À Tartiner Crunchy Aux Eclats De Crêpe Dentelle,en:FR,d,Sugary snacks,Sweets,2347.0,44.4,18.0
217849,3266191000879,Pate à tartiner Noisette Cacao,en:FR,d,Sugary snacks,Sweets,2527.0,35.9,16.0
217851,3266191001159,100% Pur Jus d'orange,en:FR,c,Beverages,Fruit juices,180.0,9.0,2.0
217856,3266191001456,Pur jus d'orange,en:FR,c,Beverages,Fruit juices,192.0,9.4,4.0
217857,3266191001463,100% pur jus de pomme,en:FR,c,Beverages,Fruit juices,195.0,10.3,4.0
217858,3266191001470,Cocktail Fruits Rouges,en:FR,c,Beverages,Fruit juices,205.0,11.2,5.0
217859,3266191001487,Jus De Pomme,en:FR,c,Beverages,Fruit juices,192.0,10.5,4.0
217863,3266191001807,Pur Jus Grenade,en:FR,d,Beverages,Fruit juices,247.0,11.9,7.0
217864,3266191001814,Pur jus de cranberry,en:FR,b,Beverages,Fruit juices,134.0,5.4,0.0
217877,3266191005478,Dessert De Riz Cacao Bio,en:FR,b,Milk and dairy products,Dairy desserts,448.0,13.5,2.0
217880,3266191005522,Dessert au soja saveur vanille,en:FR,b,Sugary snacks,Sweets,484.0,11.8,0.0
217891,3266191006680,Pâte à tartiner Noisette Cacao,en:FR,e,Sugary snacks,Sweets,2557.0,38.7,25.0
217893,3266191006734,Clair Fruits Framboise,en:FR,c,Sugary snacks,Sweets,699.0,34.8,5.0
217895,3266191006819,Pâte à tartiner noisette - cacao,en:FR,e,Sugary snacks,Sweets,2439.0,37.6,25.0
217897,3266191006871,Pâte A Tartiner Noisette Cacao,en:FR,d,Sugary snacks,Sweets,2230.0,55.2,15.0
217898,3266191006949,Muffins au Chocolat,en:FR,e,Sugary snacks,Biscuits and cakes,1794.0,32.0,21.0
217899,3266191006956,Muffins A La Myrtille,en:FR,d,Sugary snacks,Biscuits and cakes,1556.0,25.7,16.0
217911,3266191007526,Cookies Pépites de Chocolat,en:FR,e,Sugary snacks,Biscuits and cakes,2088.0,32.3,20.0
217912,3266191007557,Cookies aux Pépites de Chocolat (Moins de Matières Grasses),en:FR,e,Sugary snacks,Biscuits and cakes,2017.0,18.0,20.0
217913,3266191007700,Lunettes à la Myrtille,en:FR,d,Sugary snacks,Biscuits and cakes,1860.0,36.8,18.0
217914,3266191007731,Bâtonnet au Chocolat au Lait sans Gluten,en:FR,e,Sugary snacks,Biscuits and cakes,2151.0,33.1,20.0
217917,3266191007786,Sablés au Caramel Beurre Salé,en:FR,e,Sugary snacks,Biscuits and cakes,1837.0,24.7,23.0
217923,3266191008097,"Muesli Aux 5 Cereales, Raisins Et Noisettes",en:FR,a,Cereals and potatoes,Breakfast cereals,1665.0,13.6,0.0
217925,3266191008127,Muesli Croustillant au Quinoa et au Chocolat,en:FR,c,Cereals and potatoes,Breakfast cereals,1832.0,25.5,9.0
217927,3266191008165,Muesli croustillant Nature,en:FR,c,Cereals and potatoes,Breakfast cereals,1769.0,21.9,9.0
217928,3266191008189,Muesli,en:FR,a,Cereals and potatoes,Breakfast cereals,1544.0,9.6,0.0
217929,3266191008202,Muesli aux Fruits du Verger et Morceaux de Dattes,en:FR,a,Cereals and potatoes,Breakfast cereals,1457.0,13.9,0.0
217930,3266191008318,Sablés noix de coco nappés chocolat,en:FR,e,Sugary snacks,Biscuits and cakes,2197.0,22.0,19.0
217931,3266191008325,Sablés à l'épeautre ,en:FR,e,Sugary snacks,Biscuits and cakes,2040.0,23.4,22.0
217936,3266191008417,Sablé Au Sésame,en:FR,d,Sugary snacks,Biscuits and cakes,2046.0,20.8,16.0
217940,3266191008509,Pain d'epices écorces d'oranges 15% de miel,en:FR,c,Sugary snacks,Biscuits and cakes,1385.0,39.0,10.0
217942,3266191008547,Palmiers Feuilletés,en:FR,e,Sugary snacks,Biscuits and cakes,2155.0,27.0,24.0
217943,3266191008578,Cacao Maigre En Poudre,en:FR,a,Sugary snacks,Chocolate products,1017.0,0.5,0.0
217944,3266191008615,Pannetone traditionnel Bio,en:FR,d,Sugary snacks,Biscuits and cakes,1435.5,24.7,17.0
217953,3266191009292,Cookies Quinoa Chocolat,en:FR,d,Sugary snacks,Biscuits and cakes,1981.0,30.0,17.0
217985,3266191012896,Sucre de Fleur de coco non raffiné,en:FR,d,Sugary snacks,Sweets,1615.0,94.5,14.0
217990,3266191014128,Pate D'amande Figue Miel,en:FR,d,Sugary snacks,Sweets,1941.0,51.6,17.0
217991,3266191014906,Pâte D'amande,en:FR,d,Sugary snacks,Sweets,2059.0,51.5,14.0
218045,3266191027586,100% PUR Jus De Citron,en:FR,b,Beverages,Fruit juices,121.0,1.6,0.0
218046,3266191027845,Pur jus de citron,en:FR,b,Beverages,Fruit juices,105.0,1.8,0.0
218065,3266191051123,Fructose cristallisé,en:FR,d,Sugary snacks,Sweets,1699.0,99.9,15.0
218093,3266191056678,Dessert Soja Nature ,en:FR,a,Sugary snacks,Sweets,195.0,0.1,0.0
218136,3266191080864,Céréales soufflées au chocolat,en:FR,b,Cereals and potatoes,Breakfast cereals,1370.0,18.6,1.0
218137,3266191080895,Corn flakes nature,en:FR,a,Cereals and potatoes,Breakfast cereals,1602.0,1.1,0.0
218138,3266191080901,Pétales de quinoa au cacao,en:FR,b,Cereals and potatoes,Breakfast cereals,1473.0,23.9,0.0
218139,3266191080918,Pétales de Sarrasin,en:FR,a,Cereals and potatoes,Breakfast cereals,1615.0,2.1,0.0
218140,3266191080970,Cereales Soufflees Au Miel,en:FR,c,Cereals and potatoes,Breakfast cereals,1473.0,23.9,4.0
218144,3266191081076,Céréales fourrées au Cacao et aux Noisettes,en:FR,d,Cereals and potatoes,Breakfast cereals,1890.0,22.0,17.0
218145,3266191085500,L'authentique Spéculoos,en:FR,e,Sugary snacks,Biscuits and cakes,1979.0,38.0,19.0
218146,3266191085524,Biscuit Fourré chocolat,en:FR,d,Sugary snacks,Biscuits and cakes,2012.0,26.7,15.0
218148,3266191085586,Les P'tits Animaux Nappés Chocolat au Lait ,en:FR,e,Sugary snacks,Biscuits and cakes,2087.0,30.6,19.0
218149,3266191085593,Le nappé chocolat noir,en:FR,d,Sugary snacks,Biscuits and cakes,2071.0,21.0,17.0
218150,3266191085609,Galettes Bretonnes,en:FR,e,Sugary snacks,Biscuits and cakes,2060.0,25.0,21.0
218151,3266191085623,Mini cakes aux fruits,en:FR,d,Sugary snacks,Biscuits and cakes,1690.0,31.7,12.0
218152,3266191085630,Mini Cakes Aux Pépites De Chocolat,en:FR,d,Sugary snacks,Biscuits and cakes,1812.0,28.0,15.0
218153,3266191085647,16 Mini Cakes Nature,en:FR,d,Sugary snacks,Biscuits and cakes,1745.0,33.5,14.0
218154,3266191085678,Biscuit petit épeautre et sésame ,en:FR,c,Sugary snacks,Biscuits and cakes,2016.0,22.0,9.0
218155,3266191085685,Petit Plaisir Au Chocolat Au Lait,en:FR,e,Sugary snacks,Biscuits and cakes,2159.0,35.0,25.0
218156,3266191085739,Mon Petit Goûter au Cacao,en:FR,d,Sugary snacks,Biscuits and cakes,2014.0,33.0,16.0
218158,3266191085906,P'tit Déj Biscuits Chocolat et Quinoa,en:FR,d,Sugary snacks,Biscuits and cakes,2008.0,27.0,16.0
218159,3266191085913,Biscuits Cranberries et Fruits Rouges Enrobés de Chocolat,en:FR,d,Sugary snacks,Biscuits and cakes,2107.0,30.0,18.0
218171,3266191102269,Confirure Fraises,en:FR,c,Sugary snacks,Sweets,573.0,32.5,5.0
218177,3266191103983,Chocolat au lait à croquer croustillant au riz et au quinoa,en:FR,e,Sugary snacks,Chocolate products,2370.0,41.0,23.0
218178,3266191104010,Chocolat Au Lait Sans Lactose,en:FR,d,Sugary snacks,Chocolate products,2314.0,28.0,18.0
218179,3266191104034,Chocolat Noir 72% de Cacao Aux Fèves De Cacao,en:FR,d,Sugary snacks,Chocolate products,2339.0,16.0,14.0
218180,3266191104041,Chocolat noir dégustation,en:FR,e,Sugary snacks,Chocolate products,2385.0,33.0,19.0
218181,3266191104058,Chocolat au Lait,en:FR,e,Sugary snacks,Chocolate products,2402.0,41.0,23.0
218182,3266191104065,Chocolat Noir aux Éclats d'amandes,en:FR,e,Sugary snacks,Chocolate products,2410.0,40.0,20.0
218183,3266191104072,Chocolat Noir 72% de Cacao,en:FR,d,Sugary snacks,Chocolate products,2339.0,16.0,14.0
218184,3266191104089,Le Pâtissier Chocolat noir 61% de cacao,en:FR,e,Sugary snacks,Chocolate products,2310.0,39.0,19.0
218185,3266191104102,Chocolat Noir 85%de Cacao Aux Eclats D'orange,en:FR,d,Sugary snacks,Chocolate products,2410.0,14.0,15.0
218186,3266191104379,Chocolat Noir à croquer,en:FR,e,Sugary snacks,Chocolate products,2351.0,40.7,23.0
218187,3266191104454,Chocolat Noir Degustation,en:FR,d,Sugary snacks,Chocolate products,2372.0,15.5,15.0
218188,3266191104461,Chocolat noir 100% cacao ,en:FR,d,Sugary snacks,Chocolate products,2470.0,0.9,12.0
218205,3266191109473,Financiers,en:FR,e,Sugary snacks,Biscuits and cakes,1971.0,43.4,21.0
218206,3266191109480,Les Mini Marbres Au Chocolat,en:FR,c,Sugary snacks,Biscuits and cakes,1883.0,11.1,9.0
218207,3266191109497,Financiers Pur beurre Citron,en:FR,d,Sugary snacks,Biscuits and cakes,1594.0,31.1,16.0
218215,3266191151021,Confiture Abricots,en:FR,d,Sugary snacks,Sweets,971.0,53.4,11.0
218216,3266191151038,Confiture Abricots,en:FR,d,Sugary snacks,Sweets,971.0,53.4,11.0
218217,3266191151052,Confiture extra de fraise,en:FR,d,Sugary snacks,Sweets,1029.0,60.2,12.0
218218,3266191151069,Confiture Extra Fraise,en:FR,d,Sugary snacks,Sweets,1004.0,60.0,11.0
218219,3266191151144,Confiture Framboise Extra,en:FR,d,Sugary snacks,Sweets,1030.0,50.8,12.0
218428,3267110001038,Purée crue noisette,en:FR,c,Sugary snacks,Sweets,2770.0,4.3,7.0
218447,3267110002646,"tartinade d'amande, 40% amendes",en:FR,d,Sugary snacks,Sweets,1880.0,40.6,12.0
218449,3267110002660,Tartinade Amande Orange,en:FR,d,Sugary snacks,Sweets,1674.0,48.0,13.0
218450,3267110002707,Pâte à tartiner Choko noisette,en:FR,d,Sugary snacks,Sweets,2194.0,45.5,14.0
218563,3268350120022,Équi'libre noisettes,en:FR,c,Sugary snacks,Biscuits and cakes,2106.0,18.1,8.0
218565,3268350120046,Croc's chocolat,en:FR,d,Sugary snacks,Biscuits and cakes,2084.0,21.0,13.0
218571,3268350120107,Croc's Coconut,en:FR,d,Sugary snacks,Biscuits and cakes,2188.0,6.9,12.0
218573,3268350120145,Twibio chocolat,en:FR,d,Sugary snacks,Biscuits and cakes,2276.0,11.0,14.0
218574,3268350120183,Fourrées choc',en:FR,d,Sugary snacks,Biscuits and cakes,2192.0,30.0,18.0
218575,3268350120213,Biscuits Twibio Double Chocolat Au Lait Bio & équitable,en:FR,d,Sugary snacks,Biscuits and cakes,2234.0,31.1,16.0
218576,3268350120220,fourrés figue,en:FR,c,Sugary snacks,Biscuits and cakes,1567.0,44.0,10.0
218577,3268350120237,Cookies Pépites,en:FR,e,Sugary snacks,Biscuits and cakes,2062.0,29.4,20.0
218580,3268350120282,twibio fourrés myrtille,en:FR,d,Sugary snacks,Biscuits and cakes,1630.0,48.6,12.0
218581,3268350120305,Biscuits P'tit Beurre bio,en:FR,d,Sugary snacks,Biscuits and cakes,1927.0,18.7,18.0
218583,3268350120343,Sablés pur beurre citron,en:FR,e,Sugary snacks,Biscuits and cakes,2017.0,30.0,19.0
218585,3268350120367,Cookies Tout choco - Chocolat Noir et Pépites de Chocolat,en:FR,d,Sugary snacks,Biscuits and cakes,2041.0,29.4,18.0
218586,3268350120398,piwibio,en:FR,d,Sugary snacks,Biscuits and cakes,2126.0,26.4,18.0
218588,3268350120442,Tentation orange,en:FR,e,Sugary snacks,Biscuits and cakes,2081.0,30.1,19.0
218589,3268350120459,Tentation gingembre-citron,en:FR,e,Sugary snacks,Biscuits and cakes,2078.0,30.7,19.0
218590,3268350120466,Tentation Noisette,en:FR,e,Sugary snacks,Biscuits and cakes,2120.0,28.9,19.0
218591,3268350120534,"Biscuits P'tit Déj' bio - Céréales, chocolat et miel",en:FR,d,Sugary snacks,Biscuits and cakes,2088.0,21.7,13.0
218593,3268350120558,Biscuits P'tit Déj' bio Céréales & Chocolat,en:FR,d,Sugary snacks,Biscuits and cakes,2029.0,24.7,13.0
218596,3268350120640,Plaisir châtaigne - chocolat noir,en:FR,d,Sugary snacks,Biscuits and cakes,2045.0,28.5,15.0
218597,3268350120664,Plaisir noisette chocolat au lait,en:FR,d,Sugary snacks,Biscuits and cakes,2137.0,30.1,18.0
218598,3268350120671,Plaisir noisette chocolat noir,en:FR,d,Sugary snacks,Biscuits and cakes,2108.0,29.6,16.0
218602,3268350120718,"Biscuits P'tit Déj' bio - Céréales, chocolat et miel",en:FR,d,Sugary snacks,Biscuits and cakes,1891.0,19.8,11.0
218604,3268350120732,P'tiwi Choc' chocolat noir,en:FR,d,Sugary snacks,Biscuits and cakes,2126.0,26.4,18.0
218607,3268350120787,Fourrés caramel au beurre salé,en:FR,d,Sugary snacks,Biscuits and cakes,456.0,35.7,15.0
218608,3268350120794,Tentation Thé Vert Matcha,en:FR,e,Sugary snacks,Biscuits and cakes,2159.0,28.7,20.0
218611,3268350120824,Équi'libre petit épautre et chocolat,en:FR,c,Sugary snacks,Biscuits and cakes,2033.0,18.5,10.0
218614,3268350120855,P'tit Beurre Pépites de Chocolat bio,en:FR,d,Sugary snacks,Biscuits and cakes,1711.0,18.0,16.0
218672,3269381324021,14 mini-gâteaux Fourrés Chocolat,en:FR,d,Sugary snacks,Biscuits and cakes,1740.0,28.0,13.0
218673,3269386120062,Galette des Rois 40% Frangipane,en:FR,e,Sugary snacks,Biscuits and cakes,2093.0,16.0,24.0
218978,3270160265473,Crême glacée chocolat pistache,en:FR,d,Milk and dairy products,Ice cream,1191.0,20.0,12.0
218980,3270160275120,Picard - Crème Glacée - Vanille,en:FR,c,Milk and dairy products,Ice cream,422.0,13.0,6.0
218982,3270160276455,Crème glacée Rhum avec des raisins macérés au rhum,en:FR,c,Milk and dairy products,Ice cream,695.0,17.0,6.0
218983,3270160277605,Crème glacée Chocolat avec copeaux de chocolat Picard,en:FR,c,Milk and dairy products,Ice cream,491.0,11.0,3.0
218985,3270160279265,Sorbet Citron Vert,en:FR,c,Milk and dairy products,Ice cream,508.0,23.3,6.0
218995,3270160311446,Sablés pur beurre,en:FR,e,Sugary snacks,Biscuits and cakes,2084.0,26.9,19.0
218996,3270160312931,Feuillets aux amandes,en:FR,e,Sugary snacks,Biscuits and cakes,1922.0,36.3,23.0
218997,3270160313181,Dentelles,en:FR,e,Sugary snacks,Biscuits and cakes,1942.0,49.5,23.0
219009,3270160340347,La framboise,en:FR,b,Milk and dairy products,Ice cream,308.0,16.0,2.0
219010,3270160343232,Sorbet Noix de Coco ,en:FR,d,Milk and dairy products,Ice cream,753.0,23.8,12.0
219012,3270160346127,Sorbet mangue-passion,en:FR,b,Milk and dairy products,Ice cream,297.0,16.0,2.0
219013,3270160346707,Sorbet Mangue,en:FR,c,Milk and dairy products,Ice cream,460.0,23.0,6.0
219014,3270160353224,"Picard - Crème glacée Vanille, Enrobages chocolat blanc, chocoalt au lait, chocolat noir, chocolat au lait et amandes",en:FR,d,Milk and dairy products,Ice cream,890.0,18.4,15.0
219060,3270160410415,Sorbet Citron Framboise,en:FR,c,Milk and dairy products,Ice cream,839.0,21.0,6.0
219064,3270160422234,2 Moelleux au chocolat surgelés Picard,en:FR,d,Sugary snacks,Biscuits and cakes,1840.0,27.5,17.0
219070,3270160434138,6 Pancakes au Lait Entier,en:FR,d,Sugary snacks,Biscuits and cakes,1170.0,14.8,13.0
219087,3270160453207,4 batonnets glacés Chocolat Picard,en:FR,c,Milk and dairy products,Ice cream,903.0,14.2,9.0
219089,3270160457427,Huit kidcups,en:FR,c,Milk and dairy products,Ice cream,629.0,20.8,5.0
219091,3270160468911,Glace calisson avec pépites de calissons,en:FR,c,Milk and dairy products,Ice cream,866.0,24.6,6.0
219092,3270160469314,Le marron glacé,en:FR,c,Sugary snacks,Sweets,639.0,18.6,3.0
219167,3270160585816,galette des Rois frangipane amandes,en:FR,d,Sugary snacks,Biscuits and cakes,1646.0,11.0,17.0
219169,3270160586066,Cake pur beurre au chocolat cuit surgelé ,en:FR,e,Sugary snacks,Biscuits and cakes,1918.0,30.9,19.0
219170,3270160586141,Cake au citron,en:FR,e,Sugary snacks,Biscuits and cakes,1876.0,28.4,21.0
219172,3270160587551,Fondant au Chocolat surgelé,en:FR,d,Sugary snacks,Biscuits and cakes,1649.0,33.1,16.0
219216,3270160613380,Sorbet citron,en:FR,c,Milk and dairy products,Ice cream,485.0,23.3,6.0
